title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories,url,categoryName
La Parrillita del Pasaje,3.8,1684,Av. Medrano 341,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4958-5505,['Restaurante argentino'],https://www.google.com/maps/search/?api=1&query=La%20Parrillita%20del%20Pasaje&query_place_id=ChIJVTGU5mDKvJUR8tlCnR8TBTc,Restaurante argentino
Cantina Don Carlos,3.8,294,Billinghurst 450,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5627-6400,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Cantina%20Don%20Carlos&query_place_id=ChIJ51QozbPLvJUR9xTXNO-6e20,Restaurante
Dieguito Café,4.3,202,Av. Medrano 366,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.facebook.com/Dieguitoscafe/,+54 11 4958-4488,"['Restaurante','Cafetería']",https://www.google.com/maps/search/?api=1&query=Dieguito%20Caf%C3%A9&query_place_id=ChIJq6paIGHKvJURKLBgjqvwP7s,Restaurante
JOSMAR Comidas Caseras,4.5,42,Bulnes 556,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 7543-7129,['Restaurante de comida para llevar'],https://www.google.com/maps/search/?api=1&query=JOSMAR%20Comidas%20Caseras&query_place_id=ChIJq_cVMuPLvJURvtks6zLwNe0,Restaurante de comida para llevar
Pizzería Imperio,4,5292,Av. Corrientes 4000,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4861-0879,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Pizzer%C3%ADa%20Imperio&query_place_id=ChIJNbs50GPKvJURDv8lpDMAN9o,Pizzería
Pan de Queso Brasil,4.2,77,Av. Corrientes 3891,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.pandequesobrasil.com/,\N,"['Restaurante de comida sin gluten','Cafetería']",https://www.google.com/maps/search/?api=1&query=Pan%20de%20Queso%20Brasil&query_place_id=ChIJHXn2Qh_LvJURlNjb5-pWbZ8,Restaurante de comida sin gluten
ROTISERIA PEREYRA,5,2,Bartolomé Mitre 3624,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 9 11 3377-0824,['Restaurante familiar'],https://www.google.com/maps/search/?api=1&query=ROTISERIA%20PEREYRA&query_place_id=ChIJJ4cUPQDLvJUR9MwfKa8cA_Y,Restaurante familiar
El todopoderoso,4.4,50,Francisco Acuña de Figueroa 418 C1180AAH,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 48623510,['Restaurante'],https://www.google.com/maps/search/?api=1&query=El%20todopoderoso&query_place_id=ChIJ2TkOYL7LvJUR0qxk7U_PvGc,Restaurante
INKA ¡Sí señor!,4,452,Mario Bravo 450,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/inka.restaurante/,+54 11 6671-3131,['Restaurante peruano'],https://www.google.com/maps/search/?api=1&query=INKA%20%C2%A1S%C3%AD%20se%C3%B1or!&query_place_id=ChIJl-BXOcLLvJUR6wVsOEVtK4s,Restaurante peruano
Onfire drinks Barras Móviles de Tragos Premium,4.8,57,Tte. Gral. Juan Domingo Perón 3589,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.onfiredrinks.com/,+54 11 3935-0145,"['Coctelería','Tienda de bebidas alcohólicas']",https://www.google.com/maps/search/?api=1&query=Onfire%20drinks%20Barras%20M%C3%B3viles%20de%20Tragos%20Premium&query_place_id=ChIJh7ACp4rKvJURxBrgZ72t8tA,Coctelería
Café de Herencia,4.7,281,Tte. Gral. Juan Domingo Perón 3991,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/cafedeherencia/,+54 11 3306-4756,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20de%20Herencia&query_place_id=ChIJ6YL_TFnLvJUR2cZ_0qiAE_A,Cafetería
Cobin,4.7,986,Jerónimo Salguero 399,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/coffeecobin?igshid=kgxkitu2y5jo,+54 11 2170-8963,"['Cafetería','Librería']",https://www.google.com/maps/search/?api=1&query=Cobin&query_place_id=ChIJE9cX-W7LvJUR4e-T_Oetyck,Cafetería
funny fun,4.6,785,Mario Bravo 260,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://funnyfun.com.ar/,+54 11 5576-1763,['Cafetería'],https://www.google.com/maps/search/?api=1&query=funny%20fun&query_place_id=ChIJhYw5RwDLvJURLWnQjfEc-6g,Cafetería
Lely Studio,4.9,156,Mario Bravo 480 5 A,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5414-9404,"['Centro de estética','Lounge','Spa']",https://www.google.com/maps/search/?api=1&query=Lely%20Studio&query_place_id=ChIJ-ej1Z5HLvJURhnZt11maWpM,Centro de estética
La Catedral Club,4.3,2223,Sarmiento 4006,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.lacatedralclub.com/,+54 11 5658-3995,"['Sala de baile','Club','Club nocturno']",https://www.google.com/maps/search/?api=1&query=La%20Catedral%20Club&query_place_id=ChIJK9p0bGHKvJUR464PBRcLiu0,Sala de baile
El Refugio de Almagro,3.9,159,Av. Rivadavia 3551 C1204AAA,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://m.facebook.com/elrefugiodealmagro,+54 11 5424-4192,['Restaurante'],https://www.google.com/maps/search/?api=1&query=El%20Refugio%20de%20Almagro&query_place_id=ChIJlc9q8-zLvJURM-slw_KuGWA,Restaurante
Comer al paso,4.7,30,Muñiz 24,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/comeralpaso/,+54 11 3914-7070,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Comer%20al%20paso&query_place_id=ChIJd698qxTLvJUR2JtaCxl81OE,Restaurante
Salon Luz de Luna,4.7,39,Don Bosco 3548,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://salonluzdeluna2018.wixsite.com/fiestas,+54 11 5618-3541,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Salon%20Luz%20de%20Luna&query_place_id=ChIJPYnT4PXKvJURMk2ANmBPpR0,Restaurante
Tineo,4.1,402,Av. Rivadavia 4101 C1205AAB,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4802-0256,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Tineo&query_place_id=ChIJC3-d0xXLvJUR4jnL58k_GN4,Restaurante
Don Gabino,4.8,4,Castro Barros 402,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/don_gabino2022,+54 11 4703-2002,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Don%20Gabino&query_place_id=ChIJl9ditOXLvJURuPNVG_I7yRU,Restaurante
Pizzería Tuñin - Almagro,4.1,3557,Av. Rivadavia 3902,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2565-0300,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Pizzer%C3%ADa%20Tu%C3%B1in%20-%20Almagro&query_place_id=ChIJ34sO917KvJURHnZxyt1-c5k,Restaurante
Parrilla Mañana Franco,4.1,486,Quito 4001,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/parrillamananafranco,+54 11 3027-4368,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Parrilla%20Ma%C3%B1ana%20Franco&query_place_id=ChIJTe5ff1nKvJURFz2dDB4wwDA,Restaurante
What Else? Cafe de Especialidad,4.1,19,Colombres 178,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 7609-5581,"['Tienda de café','Cafetería','Tienda de magdalenas','Restaurante de comida para llevar']",https://www.google.com/maps/search/?api=1&query=What%20Else%3F%20Cafe%20de%20Especialidad&query_place_id=ChIJ8TPzgZLLvJURVivqm45GvbQ,Tienda de café
Como en Casa_ar,4.6,79,Av. Boedo 54,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2709-8137,['Restaurante venezolano'],https://www.google.com/maps/search/?api=1&query=Como%20en%20Casa_ar&query_place_id=ChIJv3X5CkjLvJURO-t9eLtQFKg,Restaurante venezolano
La Juvenil de Almagro,4,594,Av. Rivadavia 3733,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4982-1414,"['Tienda de pasta','Restaurante de comida para llevar']",https://www.google.com/maps/search/?api=1&query=La%20Juvenil%20de%20Almagro&query_place_id=ChIJdeSPDF_KvJURdCMGSpeJrQE,Tienda de pasta
Podio Almagro,4.2,1530,"1201, Av. Rivadavia 3778",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.elpodio.com.ar/,+54 11 4982-1688,"['Heladería','Cafetería']",https://www.google.com/maps/search/?api=1&query=Podio%20Almagro&query_place_id=ChIJVdSvCF_KvJURYh3UDFcX08A,Heladería
Café Bitacora,\N,\N,\N,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Bitacora&query_place_id=ChIJoedNQADLvJURHmQJzREf_cQ,Bar
cirni,\N,\N,"Av. Belgrano, Castro Barros &",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=cirni&query_place_id=ChIJNy4pfQDLvJURYycgk2uQb9o,Bar
G 104,4.1,367,Gascón 104,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Centro cultural'],https://www.google.com/maps/search/?api=1&query=G%20104&query_place_id=ChIJR7ywgHvKvJURucCKGrcLosA,Centro cultural
OFF SUPLEMENTOS ALMAGRO,4.4,142,Av. Rivadavia 4041,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://shop.offsuplementos.com/,+54 11 6499-2084,"['Tienda de vitaminas y suplementos','Tienda de nutrición deportiva']",https://www.google.com/maps/search/?api=1&query=OFF%20SUPLEMENTOS%20ALMAGRO&query_place_id=ChIJTX3y2lzKvJURx9XGkG6IPJ8,Tienda de vitaminas y suplementos
Beauty Spa,4.3,18,Av. Hipólito Yrigoyen 4259,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/beautyspa.esteticaa?igsh=MTZ4MGYxZ2U1Y21sdQ==,+54 11 7172-5869,[],https://www.google.com/maps/search/?api=1&query=Beauty%20Spa&query_place_id=ChIJZ3ttaM7LvJURyPiHU_iAHR4,\N
"MaryBeutyBar Peluquería, Uñas, Nails",4.9,41,Lezica 4412,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/marybeutybar,+54 11 7608-0361,"['Peluquería','Barbería','Centro de estética','Sala de curlin','Pediluvio','Salón de manicura y pedicura','Podólogo','Estilista']",https://www.google.com/maps/search/?api=1&query=MaryBeutyBar%20Peluquer%C3%ADa%2C%20U%C3%B1as%2C%20Nails&query_place_id=ChIJw0ekycwzo5URJkx8pIVp6fA,Peluquería
Havanna,4.3,2138,Av. Rivadavia 3826,C1204AAQ,Cdad. Autónoma de Buenos Aires,AR,http://www.havanna.com.ar/,+54 11 4982-7568,"['Cafetería','Restaurante de desayunos','Tienda de golosinas','Tienda de productos de chocolate','Pastelería','Bocatería','Zona Wi-Fi']",https://www.google.com/maps/search/?api=1&query=Havanna&query_place_id=ChIJoeS6AV_KvJURyUtgL4o7NnU,Cafetería
Cinemark,4.3,7860,Av. La Plata 96,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.cinemarkhoyts.com.ar/cine/Cinemark-Caballito/cartelera,\N,['Cine'],https://www.google.com/maps/search/?api=1&query=Cinemark&query_place_id=ChIJrSOHWsrLvJURsZhGtIAcHIQ,Cine
Casa de Gerard,4.1,22,"C1182AEE, Treinta y Tres Orientales 249",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4981-1409,['Alojamiento en interiores'],https://www.google.com/maps/search/?api=1&query=Casa%20de%20Gerard&query_place_id=ChIJaQyDx1vKvJURJbocI0ext3M,Alojamiento en interiores
Carolina,5,1,\N,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,"['Bar','Mirador']",https://www.google.com/maps/search/?api=1&query=Carolina&query_place_id=ChIJ94oVvoTLvJURxH50OUfDeDY,Bar
Carnota Raul y Carnota Elvio N,4.3,3,Av. Hipólito Yrigoyen 4000,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4958-3555,['Bar'],https://www.google.com/maps/search/?api=1&query=Carnota%20Raul%20y%20Carnota%20Elvio%20N&query_place_id=ChIJWdcjVlnKvJURYEmw71Nqstw,Bar
Espacio Pichuco,4.7,80,Av. Hipólito Yrigoyen 3824,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/espacio.pichuco/,\N,['Centro cultural'],https://www.google.com/maps/search/?api=1&query=Espacio%20Pichuco&query_place_id=ChIJk4Ck8t3LvJURSKMG6zfqrg8,Centro cultural
pizzeria siamo felici,4.7,12,Av. Rivadavia 4028,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2530-9699,['Pizzería'],https://www.google.com/maps/search/?api=1&query=pizzeria%20siamo%20felici&query_place_id=ChIJUeV-qm3LvJURDbSrXB7Nuuo,Pizzería
Le Milongue,\N,\N,Av. Rivadavia 3832,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.facebook.com/lemilongue/,+54 11 2145-0723,['Bar musical'],https://www.google.com/maps/search/?api=1&query=Le%20Milongue&query_place_id=ChIJoRM3BcrLvJUR61zRrqXyJiU,Bar musical
Tacc free,5,6,Av. Díaz Vélez 3930,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5885-7378,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Tacc%20free&query_place_id=ChIJoZAByqbLvJURcnK0T3e9idU,Pizzería
D' Panas Chicken,5,2,Bartolomé Mitre 3624,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.instagram.com/dpanaschicken,+54 11 2805-0743,['Restaurante especializado en pollo'],https://www.google.com/maps/search/?api=1&query=D'%20Panas%20Chicken&query_place_id=ChIJ9QaBeTXLvJURxEfm428QRWw,Restaurante especializado en pollo
Napoli vs Tucumán,3.9,3074,Bartolomé Mitre 3500,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/napolivstucuman,+54 11 6840-8177,"['Pizzería','Cafetería']",https://www.google.com/maps/search/?api=1&query=Napoli%20vs%20Tucum%C3%A1n&query_place_id=ChIJcbG_JUvLvJURqlfnAVUoF9o,Pizzería
Lo De Pepe,5,8,Tte. Gral. Juan Domingo Perón 4037,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5261-8443,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Lo%20De%20Pepe&query_place_id=ChIJax28IwDLvJURcAI0J1mWHpY,Restaurante
Comidas vegetarianas para llevar - Dolce Vita,4.9,41,Valentín Gómez 3890,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,"['Restaurante','Tienda de alimentación']",https://www.google.com/maps/search/?api=1&query=Comidas%20vegetarianas%20para%20llevar%20-%20Dolce%20Vita&query_place_id=ChIJQ6RRnubLvJURVGr5oDIq_eU,Restaurante
La Casa de Comidas,4.7,96,Tte. Gral. Juan Domingo Perón 3502,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Restaurante de comida para llevar'],https://www.google.com/maps/search/?api=1&query=La%20Casa%20de%20Comidas&query_place_id=ChIJI-E-sYrKvJURGLBPQBIZM3o,Restaurante de comida para llevar
QUICK PIZZA,4.7,13,Av. Medrano 369,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Pizzería'],https://www.google.com/maps/search/?api=1&query=QUICK%20PIZZA&query_place_id=ChIJCXfFQwDLvJURqLyImad-P4Y,Pizzería
Los Sabios Restaurante,4.4,1504,Av. Corrientes 3733,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://m.facebook.com/pages/Los-Sabios/595871780442489,+54 9 11 2884-5383,['Restaurante vegetariano'],https://www.google.com/maps/search/?api=1&query=Los%20Sabios%20Restaurante&query_place_id=ChIJC-ynCYrKvJURaX4vLFKZxWw,Restaurante vegetariano
Juana Rotisería bar,4.6,37,Tte. Gral. Juan Domingo Perón 3632,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/juana.rotiseria/,+54 11 7602-8805,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Juana%20Rotiser%C3%ADa%20bar&query_place_id=ChIJLW3fYAbLvJUR8oibOsrBS4A,Pizzería
La Rua Pastas Elaboracion Propia,4,186,Av. Medrano 423,AAG,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3557-8271,"['Tienda de pasta','Restaurante de comida para llevar']",https://www.google.com/maps/search/?api=1&query=La%20Rua%20Pastas%20Elaboracion%20Propia&query_place_id=ChIJsZkAGmHKvJURIRdlUlMkt_Y,Tienda de pasta
Aripo Buenos aires,5,8,Bartolomé Mitre 3985,C1201AAW,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 7364-0253,['Restaurante de comida rápida'],https://www.google.com/maps/search/?api=1&query=Aripo%20Buenos%20aires&query_place_id=ChIJiXZGtk_LvJURdGe-ZuUwjKA,Restaurante de comida rápida
Cia El Coati Sa,5,2,Tte. Gral. Juan Domingo Perón Nº 3514,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Cia%20El%20Coati%20Sa&query_place_id=ChIJvxI1sIrKvJURoyBuxYX0qfE,Bar
Mi Refugio,4.2,56,Tte. Gral. Juan Domingo Perón 3604,AAR,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4866-0101,"['Pub restaurante','Comida','Alimentación y bebida','Restaurante']",https://www.google.com/maps/search/?api=1&query=Mi%20Refugio&query_place_id=ChIJA7Jmp4rKvJURm9c9j99AQEA,Pub restaurante
Boedo Billar Club B.B.C,4.6,152,Av. Medrano 468,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Club'],https://www.google.com/maps/search/?api=1&query=Boedo%20Billar%20Club%20B.B.C&query_place_id=ChIJQfl7E2HKvJURgWhk-lJMdFw,Club
En ayunas cafe,4.2,1082,Jerónimo Salguero 574,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://enayunascafe.shop/,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=En%20ayunas%20cafe&query_place_id=ChIJI7nrpcrLvJUR4zgouPWEncU,Cafetería
Tu gusto .ar,4,7,Sarmiento 4157 C1197AAI,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Tu%20gusto%20.ar&query_place_id=ChIJ-YoPUPrLvJURoFCxBzmMtpM,Bar
Kentucky,4,8818,Av. Corrientes 3599,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://kentucky.com.ar/,+54 11 4862-5377,"['Pizzería','Bar restaurante','Restaurante de comida rápida','Alimentación y bebida']",https://www.google.com/maps/search/?api=1&query=Kentucky&query_place_id=ChIJWZNhQYrKvJURR1oOp0xVAeg,Pizzería
Margarita,4.2,106,Tte. Gral. Juan Domingo Perón 3695,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5333-4379,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Margarita&query_place_id=ChIJp4rDOWTLvJURzvn62Bz8hH8,Cafetería
El Tucumano,4.8,9,Billinghurst 20,C1174AAB,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3086-7157,['Restaurante familiar'],https://www.google.com/maps/search/?api=1&query=El%20Tucumano&query_place_id=ChIJ7_usYQDLvJURIWQTaM-0lA0,Restaurante familiar
Restaurante Girasol,4.1,346,Av. Rivadavia 3499,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4865-3467,"['Restaurante','Comida','Alimentación y bebida']",https://www.google.com/maps/search/?api=1&query=Restaurante%20Girasol&query_place_id=ChIJH0REvvXKvJURct9OqLBmjtY,Restaurante
Rotisería de Mar,4.6,346,Yatay 25,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4958-7088,['Marisquería'],https://www.google.com/maps/search/?api=1&query=Rotiser%C3%ADa%20de%20Mar&query_place_id=ChIJ3-hBxFzKvJURn0xfmC9hcx0,Marisquería
Malibú,4.5,471,Av. Rivadavia 4192,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4958-8000,"['Heladería','Cafetería','Restaurante de comida rápida']",https://www.google.com/maps/search/?api=1&query=Malib%C3%BA&query_place_id=ChIJB0iARlzKvJURNO02KOGPmjE,Heladería
Mi Junquito,4.1,52,"Av. Rivadavia 3930, C1204AAR",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/mi_junquito/,+54 11 3944-1807,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Mi%20Junquito&query_place_id=ChIJXc2NTNHLvJURbfhakoilQVE,Restaurante
Chiqui Deli,5,2,Don Bosco 3825,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.chiquideli.com.ar/,+54 9 11 2393-0579,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Chiqui%20Deli&query_place_id=ChIJPWKtQ-7LvJURApxNgNfvdtA,Restaurante
Lourdes te Cocina - Rotisería - Viandas,5,6,Bartolomé Mitre 4438,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/lourdestecocina?igsh=MWc1dnZob3lscWoyOA==,+54 11 5334-4916,"['Restaurante de comida para llevar','Tienda naturista']",https://www.google.com/maps/search/?api=1&query=Lourdes%20te%20Cocina%20-%20Rotiser%C3%ADa%20-%20Viandas&query_place_id=ChIJHyhlM5zLvJURuE-0RrhsYa4,Restaurante de comida para llevar
MIRANA BURGER 🍔,3.9,28,Muñiz 272,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/miranaburger?igsh=MTd3dGl3aHdieDdyeA==,\N,['Hamburguesería'],https://www.google.com/maps/search/?api=1&query=MIRANA%20BURGER%20%F0%9F%8D%94&query_place_id=ChIJyYBHBgDLvJURNWSF-ptkCig,Hamburguesería
Yapeyú Pizzas y Empanadas,5,86,Yapeyú 380,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://sites.google.com/view/yapeyu-pizza?usp=sharing,+54 11 4030-5131,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Yapey%C3%BA%20Pizzas%20y%20Empanadas&query_place_id=ChIJy1GlLwDLvJURCoKH6yNQXRs,Pizzería
Toto,4.1,64,Av. Rivadavia 3742,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,"['Restaurante asiático','Restaurante argentino']",https://www.google.com/maps/search/?api=1&query=Toto&query_place_id=ChIJcxQ0DF_KvJURiU9xs8pm0Bs,Restaurante asiático
Brozziano,4,49,Av. Medrano 71,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.brozziano.ar/,+54 11 2743-5041,['Pizza para llevar'],https://www.google.com/maps/search/?api=1&query=Brozziano&query_place_id=ChIJJYTxRl7KvJUR_lwF19aHLQ8,Pizza para llevar
Ugi's,4.1,86,Querandíes 4395,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://facebook.com/PizzaUgis/,\N,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Ugi's&query_place_id=ChIJN1S4Ul3KvJURa3ifyS_h3Zk,Pizzería
Del Tío,4.5,93,Av. Boedo 333,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4957-7989,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Del%20T%C3%ADo&query_place_id=ChIJRfrv3vfKvJURtp-Jn-j7YR0,Pizzería
La Posta V,4.3,56,Castro Barros 116,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3438-4209,['Pizzería'],https://www.google.com/maps/search/?api=1&query=La%20Posta%20V&query_place_id=ChIJOXEC1V7KvJURGuwXxlnmQNI,Pizzería
GENESSYS,4.4,8,Maza 151,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4867-4010,['Restaurante'],https://www.google.com/maps/search/?api=1&query=GENESSYS&query_place_id=ChIJAzORTWrLvJUR1tlQ73x8TrU,Restaurante
Rincón Norteño Almagro,4.1,954,Bartolomé Mitre 4100,AAZ,Cdad. Autónoma de Buenos Aires,AR,https://rinconnorteno.com.ar/delivery,+54 11 4981-5280,['Restaurante argentino'],https://www.google.com/maps/search/?api=1&query=Rinc%C3%B3n%20Norte%C3%B1o%20Almagro&query_place_id=ChIJZ37MjF3KvJURnoAI2Ocmyas,Restaurante argentino
Lima Ba Ensaladas Almagro,4.3,33,Bartolomé Mitre 4148,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3864-8561,['Restaurante de comida saludable'],https://www.google.com/maps/search/?api=1&query=Lima%20Ba%20Ensaladas%20Almagro&query_place_id=ChIJIds-BdTLvJURnbFasl2uXcs,Restaurante de comida saludable
Wok Garden Coma Rico Coma Sano,4.3,26,Castro Barros 39,AAA,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Wok%20Garden%20Coma%20Rico%20Coma%20Sano&query_place_id=ChIJsfyR717KvJURXSHCnNjl7jc,Restaurante
Magaly,4.3,472,"Gral, Tte. Gral. Juan Domingo Perón 3647",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4862-9517,"['Supermercado','Restaurante de comida rápida','Restaurante de comida para llevar']",https://www.google.com/maps/search/?api=1&query=Magaly&query_place_id=ChIJtemRxWHKvJURGpaTdcWFABI,Supermercado
